!SIL 1.0	SIL
<UNK> 1.0	SPN
sauerbruchla 1.0	s a u e r b u r u h 5 a
ayardadır 1.0	a j a r d a d 1 r
üstelik 1.0	y s t e l i c
genç 1.0	gj e n tS
atlıya 1.0	a t 5 1 j a
arsızın 1.0	a r s 1 z 1 n
tükürmüşler 1.0	t y c y r m y S l e r
yağıyor 1.0	j a 1 j o
yağıyor 1.0	j a 1 j o r
yağıyor 1.0	j a G 1 j o
yağıyor 1.0	j a G 1 j o r
yağıyor 1.0	j a: j o
yağıyor 1.0	j a: j o r
yılan 1.0	j 1 5 a n
sokan 1.0	s o k a n
uyumuş 1.0	u j u m u S
uyumamış 1.0	u j u m a m 1 S
arabalar 1.0	a r a b a 5 a r
atlılar 1.0	a t 5 1 5 a r
yola 1.0	j o 5 a
düzüldüler 1.0	d y z y 5 d y 5 e r
harmanların 1.0	h a r m a n 5 a r 1 n
harmanların 1.0	h a r m a n n a r 1 n
kaldırılmadı 1.0	k a 5 d 1 r 1 5 m a d 1
boğuk 1.0	b o G u k
boğuk 1.0	b o: u k
sesli 1.0	s e s l i
hanende 1.0	h a n e n d e
hanende 1.0	h a: n e n d e
gözlerine 1.0	gj 2 z l e r i n e
sürme 1.0	s y r m e
çek 1.0	tS e c
kına 1.0	k 1 n a
yak 1.0	j a k
parmağına 1.0	p a r m a 1 n a
parmağına 1.0	p a r m a G 1 n a
parmağına 1.0	p a r m a: n a
bağırıyordu 1.0	b a G 1 r 1 j o r d u
eliyle 1.0	e l i j l e
kasıklarını 1.0	k a s 1 k 5 a r 1 n 1
tutarak 1.0	t u t a r a k
yürüdü 1.0	j y r y d y
sokağa 1.0	s o k a:
sokağa 1.0	s o k a G a
çıktı 1.0	tS 1 k t 1
köyün 1.0	c 2 j y n
tuttu 1.0	t u t t u
hareketinde 1.0	h a r e c e t i n d e
ağzını 1.0	a G z 1 n 1
ağzını 1.0	a: z 1 n 1
açışında 1.0	a tS 1 S 1 n d a
etrafını 1.0	e t r a f 1 n 1
darıltmaktan 1.0	d a r 1 5 t m a k t a n
hali 1.0	h a l i
hali 1.0	h a: l i
zarar 1.0	z a r a r
azı 1.0	a z 1
çobanın 1.0	tS o b a n 1 n
gönlü 1.0	gj 2 n l y
gönlü 1.0	gj 2 n n y
olursa 1.0	o 5 u r s a
tekeden 1.0	t e c e d e n
çıkarır 1.0	tS 1 k a r 1 r
aralık 1.0	a r a 5 1 k
yorulmuş 1.0	j o r u 5 m u S
koltuğa 1.0	k o 5 t u: a
koltuğa 1.0	k o 5 t u G a
çöktü 1.0	tS 2 c t y
kamyon 1.0	k a m j o n
bizim 1.0	b i z i m
kösenin 1.0	c 2 s e n i n
arabası 1.0	a r a b a s 1
sohbetinden 1.0	s o h b e t i n d e n
gülmesinden 1.0	gj y l m e s i n d e n
anlaşılır 1.0	a n 5 a S 1 5 1 r
anlaşılır 1.0	a n n a S 1 5 1 r
ertesi 1.0	e r t e s i
ayağında 1.0	a j a 1 n d a
ayağında 1.0	a j a G 1 n d a
ayağında 1.0	a j a: n d a
donu 1.0	d o n u
donu 1.0	d o: n u
fesleğen 1.0	f e s l e G e n
fesleğen 1.0	f e s l e: n
takar 1.0	t a k a r
ayı 1.0	a j 1
ayı 1.0	a: j 1
yavrusunu 1.0	j a v r u s u n u
severken 1.0	s e v e r c e n
öldürürmüş 1.0	2 l d y r y r m y S
kısaca 1.0	k 1 s a dZ a
çekti 1.0	tS e c t i
oduncunun 1.0	o d u n dZ u n u n
ormanda 1.0	o r m a n d a
minare 1.0	m i n a r e
olsun 1.0	o 5 s u n
hoca 1.0	h o dZ a
bildiğini 1.0	b i l d i G i n i
bildiğini 1.0	b i l d i: n i
okur 1.0	o k u r
kısmeti 1.0	k 1 s m e t i
kadarmış 1.0	k a d a r m 1 S
yıkılsa 1.0	j 1 k 1 5 s a
haberim 1.0	h a b e r i m
motörün 1.0	m o t 2 r y n
sesini 1.0	s e s i n i
cenazem 1.0	dZ e n a: z e m
oğlum 1.0	o: 5 u m
oğlum 1.0	o G 5 u m
dur 1.0	d u r
eğri 1.0	e G r i
eğri 1.0	e: r i
belâsını 1.0	b e 5 e a s 1 n 1
bulur 1.0	b u 5 u r
boşalan 1.0	b o S a 5 a n
yolcuların 1.0	j o 5 dZ u 5 a r 1 n
telaşlı 1.0	t e l a S 5 1
gelmeleri 1.0	gj e l m e l e r i
tayfalar 1.0	t a j f a 5 a r
koşuşuyorlar 1.0	k o S u S u j o 5 a r
koşuşuyorlar 1.0	k o S u S u j o r 5 a r
ambarları 1.0	a m b a r 5 a r 1
açıyorlardı 1.0	a tS 1 j o 5 a r d 1
açıyorlardı 1.0	a tS 1 j o r 5 a r d 1
esirgenen 1.0	e s i r gj e n e n
çöp 1.0	tS 2 p
batar 1.0	b a t a r
duş 1.0	d u S
alacağım 1.0	a 5 a dZ a 1 m
alacağım 1.0	a 5 a dZ a G 1 m
alacağım 1.0	a 5 a dZ a: m
değirmenden 1.0	d e G i r m e n d e n
değirmenden 1.0	d e j i r m e n d e n
değirmenden 1.0	d i: r m e n d e n
gelenden 1.0	gj e l e n d e n
poğaça 1.0	p o: a tS a
poğaça 1.0	p o G a tS a
umarlar 1.0	u m a r 5 a r
ağız 1.0	a 1 z
ağız 1.0	a G 1 z
ağız 1.0	a: z
büzülür 1.0	b y z y l y r
göz 1.0	gj 2 z
süzülür 1.0	s y z y l y r
ille 1.0	i l l e
burun 1.0	b u r u n
garibe 1.0	gj a r i b e
değer 1.0	d e G e r
değer 1.0	d e: r
hayrını 1.0	h a j r 1 n 1
gör 1.0	gj 2 r
delinin 1.0	d e l i n i n
bayrak 1.0	b a j r a k
dikilse 1.0	d i c i l s e
bedestende 1.0	b e d e s t e n d e
bez 1.0	b e z
olay 1.0	o 5 a j
buldum 1.0	b u 5 d u m
bilemedim 1.0	b i l e m e d i m
bildim 1.0	b i l d i m
bulamadım 1.0	b u 5 a m a d 1 m
elinin 1.0	e l i n i n
verdiğini 1.0	v e r d i G i n i
verdiğini 1.0	v e r d i: n i
öbür 1.0	2 b y r
elin 1.0	e l i n
görmesin 1.0	gj 2 r m e s i n
dinliyoruz 1.0	d i n l i j o r u z
dinliyoruz 1.0	d i n n i j o r u z
kaya 1.0	k a j a
uçmazsa 1.0	u tS m a z s a
dere 1.0	d e r e
dolmaz 1.0	d o 5 m a z
bekleyemeyeceğim 1.0	b e c l e j e m e j e dZ e G i m
bekleyemeyeceğim 1.0	b e c l e j e m e j e dZ e j i m
bekleyemeyeceğim 1.0	b e c l e j e m e j e dZ i: m
biribiri 1.0	b i r i b i r i
adamı 1.0	a d a m 1
kilometrede 1.0	c i l o m e t r e d e
tekrara 1.0	t e c r a r a
yaşlarında 1.0	j a S 5 a r 1 n d a
fısıltı 1.0	f 1 s 1 5 t 1
yıkar 1.0	j 1 k a r
zenginin 1.0	z e n gj i n i n
azgını 1.0	a z gj 1 n 1
hani 1.0	h a n i
işinden 1.0	i S i n d e n
anlayan 1.0	a n 5 a j a n
anlayan 1.0	a n n a j a n
doktor 1.0	d o k t o r
yoksul 1.0	j o k s u 5
ala 1.0	a 5 a
binse 1.0	b i n s e
almaz 1.0	a 5 m a z
dayak 1.0	d a j a k
cennetten 1.0	dZ e n n e t t e n
çıkmıştır 1.0	tS 1 k m 1 S t 1 r
şunun 1.0	S u n u n
doğrusunu 1.0	d o G r u s u n u
doğrusunu 1.0	d o: r u s u n u
söylesene 1.0	s 2 j l e s e n e
düpe 1.0	d y p e
düz 1.0	d y z
avrat 1.0	a v r a t
oynatacaksınız 1.0	o j n a t a dZ a k s 1 n 1 z
aklın 1.0	a k 5 1 n
erince 1.0	e r i n dZ e
gücün 1.0	gj y dZ y n
yetecek 1.0	j e t e dZ e c
ermeyecek 1.0	e r m e j e dZ e c
dağda 1.0	d a: d a
dağda 1.0	d a G d a
gezeceksin 1.0	gj e z e dZ e c s i n
filmleri 1.0	f i l m l e r i
alıp 1.0	a 5 1 p
götürmüşler 1.0	gj 2 t y r m y S l e r
ortaya 1.0	o r t a j a
çıkarmamışlardı 1.0	tS 1 k a r m a m 1 S 5 a r d 1
acıyı 1.0	a dZ 1 j 1
bastırır 1.0	b a s t 1 r 1 r
sancıyı 1.0	s a n dZ 1 j 1
bekarın 1.0	b e c a r 1 n
parasını 1.0	p a r a s 1 n 1
yakasını 1.0	j a k a s 1 n 1
bit 1.0	b i t
elini 1.0	e l i n i
kora 1.0	k o r a
sokar 1.0	s o k a r
korkak 1.0	k o r k a k
yıkılmamak 1.0	j 1 k 1 5 m a m a k
iskemle 1.0	i s c e m l e
arkalarına 1.0	a r k a 5 a r 1 n a
tutunarak 1.0	t u t u n a r a k
ilerledi 1.0	i l e r l e d i
saza 1.0	s a z a
güzellikle 1.0	gj y z e l l i c l e
buradan 1.0	b u r a d a n
git 1.0	gj i t
gavura 1.0	gj a v u r a
kızıp 1.0	k 1 z 1 p
oruç 1.0	o r u tS
yenmez 1.0	j e n m e z
ismaili 1.0	i s m a i 5 i
görerek 1.0	gj 2 r e r e c
arıyorsun 1.0	a r 1 j o r s u n
arıyorsun 1.0	a r 1 j o s u n
ulan 1.0	u 5 a n
bağırdı 1.0	b a 1 r d 1
bağırdı 1.0	b a G 1 r d 1
bağırdı 1.0	b a: r d 1
kaymak 1.0	k a j m a k
isteyen 1.0	i s t e j e n
akçesine 1.0	a k tS e s i n e
kıymak 1.0	k 1 j m a k
babanla 1.0	b a b a n 5 a
babanla 1.0	b a b a n n a
zahmetsiz 1.0	z a h m e t s i z
rahmet 1.0	r a h m e t
eşeğe 1.0	e S e:
eşeğe 1.0	e S e G e
semer 1.0	s e m e r
vursalar 1.0	v u r s a 5 a r
yatan 1.0	j a t a n
öküze 1.0	2 c y z e
yem 1.0	j e m
dil 1.0	d i l
elbise 1.0	e l b i s e
öğretir 1.0	2 G r e t i r
öğretir 1.0	2: r e t i r
gözünden 1.0	gj 2 z y n d e n
sürmeyi 1.0	s y r m e j i
çalarlar 1.0	tS a 5 a r 5 a r
niyetsiz 1.0	n i j e t s i z
hacı 1.0	h a dZ 1
bağdattan 1.0	b a G d a t t a n
arafattan 1.0	a r a f a t t a n
baktın 1.0	b a k t 1 n
havası 1.0	h a v a s 1
eve 1.0	e v e
gel 1.0	gj e l
kör 1.0	c 2 r
yiğidin 1.0	j i: d i n
yiğidin 1.0	j i G i d i n
yoğurt 1.0	j o G u r t
yoğurt 1.0	j o: u r t
yiyişi 1.0	j i j i S i
tamam 1.0	t a m a m
sahipsiz 1.0	s a h i p s i z
buyruk 1.0	b u j r u k
yahu 1.0	j a h u
elmayı 1.0	e l m a j 1
çayıra 1.0	tS a j 1 r a
bayıra 1.0	b a j 1 r a
eşeğini 1.0	e S e G i n i
eşeğini 1.0	e S e j i n i
eşeğini 1.0	e S i: n i
sağlam 1.0	s a: 5 a m
sağlam 1.0	s a G 5 a m
bağla 1.0	b a: 5 a
bağla 1.0	b a G 5 a
allaha 1.0	a 5 5 a h a
ısmarla 1.0	1 s m a r 5 a
ressam 1.0	r e s s a m
tevfik 1.0	t e v f i k
aravurgunun 1.0	a r a v u r gj u n u n
yüreği 1.0	j y r e G i
yüreği 1.0	j y r e j i
yüreği 1.0	j y r i:
atmaya 1.0	a t m a j a
zihnini 1.0	z i h n i n i
dolduruvermişti 1.0	d o 5 d u r u v e r m i S t i
üşenenin 1.0	y S e n e n i n
kızı 1.0	k 1 z 1
olmamış 1.0	o 5 m a m 1 S
oğlumla 1.0	o: 5 u m 5 a
oğlumla 1.0	o G 5 u m 5 a
yolda 1.0	j o 5 d a
giderken 1.0	gj i d e r c e n
rastgeleceğim 1.0	r a s t gj e 5 e dZ e G i m
er 1.0	e r
tava 1.0	t a v a
cambaz 1.0	dZ a m b a z
ipte 1.0	i p t e
balık 1.0	b a 5 1 k
yalancı 1.0	j a 5 a n dZ 1
işittiğini 1.0	i S i t t i G i n i
işittiğini 1.0	i S i t t i: n i
söyleyen 1.0	s 2 j l e j e n
dilin 1.0	d i l i n
cirmi 1.0	dZ i r m i
cürmü 1.0	dZ y r m y
verme 1.0	v e r m e
evliye 1.0	e v l i j e
kötüsü 1.0	c 2 t y s y
meğer 1.0	m e G e r
meğer 1.0	m e: r
ola 1.0	o 5 a
eceli 1.0	e dZ e l i
sıçan 1.0	s 1 tS a n
taşaklarını 1.0	t a S a k 5 a r 1 n 1
kaşır 1.0	k a S 1 r
sanmıyordum 1.0	s a n m 1 j o d u m
sanmıyordum 1.0	s a n m 1 j o r d u m
dereyi 1.0	d e r e j i
paçayı 1.0	p a tS a j 1
sıvama 1.0	s 1 v a m a
hasanın 1.0	h a s a n 1 n
anası 1.0	a n a s 1
sürüp 1.0	s y r y p
gidesi 1.0	gj i d e s i
seviyordu 1.0	s e v i j o d u
seviyordu 1.0	s e v i j o r d u
güneş 1.0	gj y n e S
girmeyen 1.0	gj i r m e j e n
girer 1.0	gj i r e r
dumansız 1.0	d u m a n s 1 z
baca 1.0	b a dZ a
kahırsız 1.0	k a h 1 r s 1 z
rapor 1.0	r a p o r
veriyorum 1.0	v e r i j o r u m
diyorum 1.0	d i j o r u m
resimlerinizi 1.0	r e s i m l e r i n i z i
başınıza 1.0	b a S 1 n 1 z a
geçiririm 1.0	gj e tS i r i r i m
ölümlü 1.0	2 l y m l y
akşamlı 1.0	a k S a m 5 1
londrada 1.0	5 o n d r a d a
vereyim 1.0	v e r e j i m
kasketini 1.0	k a s c e t i n i
gidiyor 1.0	gj i d i j o
gidiyor 1.0	gj i d i j o r
ihtiyar 1.0	i h t i j a r
avukatla 1.0	a v u k a t 5 a
meleğin 1.0	m e l e G i n
meleğin 1.0	m e l e j i n
meleğin 1.0	m e l i: n
toplanıyordu 1.0	t o p 5 a n 1 j o d u
toplanıyordu 1.0	t o p 5 a n 1 j o r d u
çalışan 1.0	tS a 5 1 S a n
kulübeye 1.0	k u l y b e j e
yürüyerek 1.0	j y r y j e r e c
hemşerim 1.0	h e m S e r i m
bağırdım 1.0	b a 1 r d 1 m
bağırdım 1.0	b a G 1 r d 1 m
bağırdım 1.0	b a: r d 1 m
bıçak 1.0	b 1 tS a k
yarası 1.0	j a r a s 1
sırtımdaki 1.0	s 1 r t 1 m d a c i
paltoya 1.0	p a 5 t o j a
içimdeki 1.0	i tS i m d e c i
yün 1.0	j y n
fanilalara 1.0	f a n i 5 a 5 a r a
titriyordum 1.0	t i t r i j o d u m
titriyordum 1.0	t i t r i j o r d u m
koyunun 1.0	k o j u n u n
kuzusu 1.0	k u z u s u
sağlığın 1.0	s a: 5 1: n
sağlığın 1.0	s a G 5 1 G 1 n
kadrini 1.0	k a d r i n i
sırada 1.0	s 1 r a d a
dışardan 1.0	d 1 S a r d a n
derin 1.0	d e r i n
davulların 1.0	d a v u 5 5 a r 1 n
sarhoşların 1.0	s a r h o S 5 a r 1 n
narası 1.0	n a r a s 1
duyuluyordu 1.0	d u j u 5 u j o d u
duyuluyordu 1.0	d u j u 5 u j o r d u
açın 1.0	a tS 1 n
koynunda 1.0	k o j n u n d a
ekmek 1.0	e c m e c
durmaz 1.0	d u r m a z
arkasından 1.0	a r k a s 1 n d a n
hemşire 1.0	h e m S i r e
bobstil 1.0	b o b s t i 5
buldu 1.0	b u 5 d u
kabahat 1.0	k a b a h a t
samur 1.0	s a m u r
sırtına 1.0	s 1 r t 1 n a
karı 1.0	c a: r 1
karı 1.0	k a r 1
ununu 1.0	u n u n u
aş 1.0	a S
hasanına 1.0	h a s a n 1 n a
kavuşmadan 1.0	k a v u S m a d a n
söylemiş 1.0	s 2 j l e m i S
derler 1.0	d e r l e r
elimin 1.0	e l i m i n
cümle 1.0	dZ y m l e
alem 1.0	a: l e m
zat 1.0	z a t
sahada 1.0	s a h a d a
operatördür 1.0	o p e r a t 2 r d y r
kaldırdığım 1.0	k a 5 d 1 r d 1 G 1 m
kaldırdığım 1.0	k a 5 d 1 r d 1: m
recepin 1.0	r e dZ e p i n
hala 1.0	h a 5 a
hala 1.0	h a: l a:
süzmekte 1.0	s y z m e c t e
dokuzunda 1.0	d o k u z u n d a
çıra 1.0	tS 1 r a
buda 1.0	b u d a
tarlayı 1.0	t a r 5 a j 1
kadını 1.0	k a d 1 n 1
olmayanın 1.0	o 5 m a j a n 1 n
kaybedeceği 1.0	k a j b e d e dZ e G i
kaybedeceği 1.0	k a j b e d e dZ e j i
kaybedeceği 1.0	k a j b e d e dZ i:
vincin 1.0	v i n dZ i n
denecek 1.0	d e n e dZ e c
tayfa 1.0	t a j f a
çocuğa 1.0	tS o dZ u: a
çocuğa 1.0	tS o dZ u G a
buyuran 1.0	b u j u r a n
ardınca 1.0	a r d 1 n dZ a
öldük 1.0	2 l d y c
üstüne 1.0	y s t y n e
operatör 1.0	o p e r a t 2 r
gösterilemez 1.0	gj 2 s t e r i l e m e z
sürçen 1.0	s y r tS e n
atın 1.0	a t 1 n
sıçana 1.0	s 1 tS a n a
rakı 1.0	r a k 1
içirmişler 1.0	i tS i r m i S 5 e r
kediye 1.0	c e d i j e
meydan 1.0	m e j d a n
galiba 1.0	gj a: l i b a
sakatlık 1.0	s a k a t 5 1 k
fıkaraya 1.0	f 1 k a r a j a
oluvermiş 1.0	o 5 u v e r m i S
canlanmış 1.0	dZ a n 5 a n m 1 S
canlanmış 1.0	dZ a n n a n m 1 S
tazeleşmiş 1.0	t a z e 5 e S m i S
inişte 1.0	i n i S t e
in 1.0	i n
yokuşta 1.0	j o k u S t a
giyerse 1.0	gj i j e r s e
sağlıcakla 1.0	s a: 5 1 dZ a k 5 a
sağlıcakla 1.0	s a G 5 1 dZ a k 5 a
fakir 1.0	f a c i r
nerden 1.0	n e r d e n
fincancı 1.0	f i n dZ a n dZ 1
katırını 1.0	k a t 1 r 1 n 1
ürküten 1.0	y r c y t e n
sayısız 1.0	s a j 1 s 1 z
teşekkür 1.0	t e S e k k y r
istedim 1.0	i s t e d i m
kaçanı 1.0	k a tS a n 1
kovmazlar 1.0	k o v m a z 5 a r
yıkılanı 1.0	j 1 k 1 5 a n 1
vurmazlar 1.0	v u r m a z 5 a r
kızgın 1.0	k 1 z g 1 n
mısın 1.0	m 1 s 1 n
zurnayı 1.0	z u r n a j 1
çaldık 1.0	tS a 5 d 1 k
parsayı 1.0	p a r s a j 1
bulutla 1.0	b u 5 u t 5 a
canım 1.0	dZ a n 1 m
hacer 1.0	h a dZ e r
amanın 1.0	a: m a: n 1 n
komşular 1.0	k o m S u 5 a r
nesi 1.0	n e s i
sene 1.0	s e n e
önceydi 1.0	2 n dZ e j d i
herkesin 1.0	h e r c e s i n
geçtiği 1.0	gj e tS t i:
geçtiği 1.0	gj e tS t i G i
köprüden 1.0	c 2 p r y d e n
ağaçlı 1.0	a G a tS 5 1
ağaçlı 1.0	a: tS 5 1
köyü 1.0	c 2 j y
basmaz 1.0	b a s m a z
üçlenmemiş 1.0	y tS 5 e n m e m i S
biçer 1.0	b i tS e r
geberse 1.0	gj e b e r s e
kuyruğunu 1.0	k u j r u G u n u
kuyruğunu 1.0	k u j r u: n u
indirmez 1.0	i n d i r m e z
etle 1.0	e t l e
gideni 1.0	gj i d e n i
aratır 1.0	a r a t 1 r
fırın 1.0	f 1 r 1 n
deler 1.0	d e l e r
düşmüş 1.0	d y S m y S
dağ 1.0	d a:
dağ 1.0	d a G
insanın 1.0	i n s a n 1 n
cins 1.0	dZ i n s
yumurtada 1.0	j u m u r t a d a
iken 1.0	i c e n
köyünüzün 1.0	c 2 j y n y z y n
eli 1.0	e l i
kınalı 1.0	k 1 n a 5 1
kızlarına 1.0	k 1 z 5 a r 1 n a
katışamam 1.0	k a t 1 S a m a m
içine 1.0	i tS i n e
minareyi 1.0	m i n a r e j i
çalan 1.0	tS a 5 a n
kılıfını 1.0	k 1 5 1 f 1 n 1
hazırlar 1.0	h a z 1 r 5 a r
unundan 1.0	u n u n d a n
buğday 1.0	b u: d a j
buğday 1.0	b u G d a j
keş 1.0	c e S
sizin 1.0	s i z i n
askerdeydim 1.0	a s c e r d e j d i m
gelince 1.0	gj e l i n dZ e
öğrendim 1.0	2 G r e n d i m
öğrendim 1.0	2: r e n d i m
ucuzdur 1.0	u dZ u z d u r
illeti 1.0	i l l e t i
pahalıdır 1.0	p a h a 5 1 d 1 r
hikmeti 1.0	h i c m e t i
aptalcaydı 1.0	a p t a 5 dZ a j d 1
soğuktan 1.0	s o G u k t a n
soğuktan 1.0	s o: u k t a n
şeyden 1.0	S e j d e n
edemediğim 1.0	e d e m e d i G i m
edemediğim 1.0	e d e m e d i: m
titreme 1.0	t i t r e m e
kaplamıştı 1.0	k a p 5 a m 1 S t 1
ekmeğini 1.0	e c m e G i n i
ekmeğini 1.0	e c m e j i n i
ekmeğini 1.0	e c m i: n i
taştan 1.0	t a S t a n
ekmeği 1.0	e c m e G i
ekmeği 1.0	e c m e j i
ekmeği 1.0	e c m i:
gerçekten 1.0	gj e r tS e c t e n
hoş 1.0	h o S
göte 1.0	gj 2 t e
herkes 1.0	h e r c e s
ağaçtan 1.0	a G a tS t a n
ağaçtan 1.0	a: tS t a n
kaşık 1.0	k a S 1 k
akşama 1.0	a k S a m a
gitme 1.0	gj i t m e
tana 1.0	t a n a
yatma 1.0	j a t m a
ölürse 1.0	2 l y r s e
beğensin 1.0	b e G e n s i n
beğensin 1.0	b e: n s i n
kalırsa 1.0	k a 5 1 r s a
el 1.0	e l
donanır 1.0	d o n a n 1 r
donanmaz 1.0	d o n a n m a z
çıkmıştı 1.0	tS 1 k m 1 S t 1
ibrahim 1.0	i b r a h i m
arabayı 1.0	a r a b a j 1
kenara 1.0	c e n a r a
edemediği 1.0	e d e m e d i:
edemediği 1.0	e d e m e d i G i
kendiliğinden 1.0	c e n d i l i G i n d e n
kendiliğinden 1.0	c e n d i l i: n d e n
açılacağı 1.0	a tS 1 5 a dZ a:
açılacağı 1.0	a tS 1 5 a dZ a 1
açılacağı 1.0	a tS 1 5 a dZ a G 1
zamanı 1.0	z a m a: n 1
bekledi 1.0	b e c l e d i
kuşun 1.0	k u S u n
kalbinin 1.0	c a l b i n i n
kalbinin 1.0	c a l b i: n i n
çarptığını 1.0	tS a r p t 1 G 1 n 1
çarptığını 1.0	tS a r p t 1: n 1
anladım 1.0	a n 5 a d 1 m
anladım 1.0	a n n a d 1 m
lise 1.0	l i s e
uğursuzun 1.0	u G u r s u z u n
uğursuzun 1.0	u: r s u z u n
otomobil 1.0	o t o m o b i l
durdu 1.0	d u r d u
sesimi 1.0	s e s i m i
çıkarmadım 1.0	tS 1 k a r m a d 1 m
görgüyü 1.0	gj 2 r gj y j y
görgüsüzden 1.0	gj 2 r gj y s y z d e n
öğrenir 1.0	2 G r e n i r
öğrenir 1.0	2: r e n i r
oraya 1.0	o r a j a
söyleyenden 1.0	s 2 j l e j e n d e n
dinleyen 1.0	d i n l e j e n
dinleyen 1.0	d i n n e j e n
arif 1.0	a: r i f
elbette 1.0	e l b e t t e
mırıldandım 1.0	m 1 r 1 5 d a n d 1 m
çalkalana 1.0	tS a 5 k a 5 a n a
ilerliyordu 1.0	i l e r l i j o d u
ilerliyordu 1.0	i l e r l i j o r d u
sürüden 1.0	s y r y d e n
ayrılanı 1.0	a j r 1 5 a n 1
kapar 1.0	k a p a r
yaptığını 1.0	j a p t 1 G 1 n 1
yaptığını 1.0	j a p t 1: n 1
taht 1.0	t a h t
getirmiş 1.0	gj e t i r m i S
oturmuş 1.0	o t u r m u S
baskın 1.0	b a s k 1 n
basanındır 1.0	b a s a n 1 n d 1 r
hayvanı 1.0	h a j v a n 1
çarptırmamak 1.0	tS a r p t 1 r m a m a k
dikkat 1.0	d i c k a t
ederek 1.0	e d e r e c
otomobile 1.0	o t o m o b i l e
bindi 1.0	b i n d i
ayranı 1.0	a j r a n 1
içmeye 1.0	i tS m e j e
tahtırevanla 1.0	t a h t 1 r e v a n 5 a
tahtırevanla 1.0	t a h t 1 r e v a n n a
sıçmaya 1.0	s 1 tS m a j a
koyu 1.0	k o j u
kahverengi 1.0	k a h v e r e n gj i
sarmış 1.0	s a r m 1 S
seğirttim 1.0	s e G i r t t i m
seğirttim 1.0	s e j i r t t i m
seğirttim 1.0	s i: r t t i m
yakup 1.0	j a k u p
hayıflanıyor 1.0	h a j 1 f 5 a n 1 j o
hayıflanıyor 1.0	h a j 1 f 5 a n 1 j o r
bacası 1.0	b a dZ a s 1
görülmeyen 1.0	gj 2 r y l m e j e n
alınmaz 1.0	a 5 1 n m a z
mevsimde 1.0	m e v s i m d e
tarla 1.0	t a r 5 a
olmadığı 1.0	o 5 m a d 1:
olmadığı 1.0	o 5 m a d 1 G 1
getirmeye 1.0	gj e t i r m e j e
gidenler 1.0	gj i d e n l e r
gidenler 1.0	gj i d e n n e r
epey 1.0	e p e j
kalabalıktı 1.0	k a 5 a b a 5 1 k t 1
okuduk 1.0	o k u d u k
faydası 1.0	f a j d a s 1
olmadı 1.0	o 5 m a d 1
sertliğini 1.0	s e r t l i G i n i
sertliğini 1.0	s e r t l i: n i
akşamüstü 1.0	a k S a m y s t y
sakinledi 1.0	s a k i n 5 e d i
laf 1.0	l a f
torbaya 1.0	t o r b a j a
girmez 1.0	gj i r m e z
bitti 1.0	b i t t i
dahası 1.0	d a h a s 1
çoluğuna 1.0	tS o 5 u G u n a
çoluğuna 1.0	tS o 5 u: n a
çocuğuna 1.0	tS o dZ u G u n a
çocuğuna 1.0	tS o dZ u: n a
bağırmaz 1.0	b a 1 r m a z
bağırmaz 1.0	b a G 1 r m a z
bağırmaz 1.0	b a: r m a z
ekmekçiye 1.0	e c m e c tS i j e
ver 1.0	v e r
üste 1.0	y s t e
kimsin 1.0	c i m s i n
hey 1.0	h e j
yolunda 1.0	j o 5 u n d a
aman 1.0	a m a n
aman 1.0	a: m a: n
neyse 1.0	n e j s e
müşteri 1.0	m y S t e r i
isterim 1.0	i s t e r i m
saçma 1.0	s a tS m a
yorgun 1.0	j o r gj u n
olmalısın 1.0	o 5 m a 5 1 s 1 n
yukarıda 1.0	j u k a r 1 d a
tut 1.0	t u t
avcılar 1.0	a v dZ 1 5 a r
arkadaşı 1.0	a r k a d a S 1
arkama 1.0	a r k a m a
vermedim 1.0	v e r m e d i m
emredersiniz 1.0	e m r e d e r s i n i z
kaptan 1.0	k a p t a n
bitirsin 1.0	b i t i r s i n
gitmesine 1.0	gj i t m e s i n e
izin 1.0	i z i n
verdim 1.0	v e r d i m
sözünü 1.0	s 2 z y n y
tutmadın 1.0	t u t m a d 1 n
ölmedin 1.0	2 l m e d i n
kaba 1.0	k a b a
kalkabilir 1.0	k a 5 k a b i l i r
iptal 1.0	i p t a l
buradayım 1.0	b u r a d a j 1 m
zeki 1.0	z e c i
pamuk 1.0	p a m u k
prenses 1.0	p i r e n s e s
karım 1.0	c a: r 1 m
karım 1.0	k a r 1 m
döndün 1.0	d 2 n d y n
görevim 1.0	gj 2 r e v i m
diğerleri 1.0	d i G e r l e r i
diğerleri 1.0	d i j e r l e r i
okuyabilir 1.0	o k u j a b i l i r
miyim 1.0	m i j i m
yakınımda 1.0	j a k 1 n 1 m d a
yanındayım 1.0	j a n 1 n d a j 1 m
izle 1.0	i z l e
sonuna 1.0	s o n u n a
dinlemek 1.0	d i n l e m e c
dinlemek 1.0	d i n n e m e c
ister 1.0	i s t e r
keşke 1.0	c e S c e
olabilseydim 1.0	o 5 a b i l s e j d i m
sorun 1.0	s o r u n
yerim 1.0	j e r i m
burdan 1.0	b u r d a n
haklısınız 1.0	h a k 5 1 s 1 n 1 z
mükemmel 1.0	m y c e m m e l
seçim 1.0	s e tS i m
vurma 1.0	v u r m a
acıyor 1.0	a dZ 1 j o
acıyor 1.0	a dZ 1 j o r
nasıldır 1.0	n a s 1 5 d 1 r
konuşabilir 1.0	k o n u S a b i l i r
